id_artigo,titulo,ano,api_abstract,topico,topico_prob
3941,AVALIAÇÃO DA ATIVIDADE ANTIFÚNGICA DE CURCUMA LONGA SOBRE CANDIDA PARAPSILOSIS,2015,"Among fungal infections that affect human beings, candidiasis has significant relevance. Its most common etiological agent is Candida albicans, but over the past three decades episodes caused by other species, such as parapsilosis, have emerged. The Brazilian Cerrado a huge morphological diversity of plants. Curcuma longa, plant widely found in this biome, been studied both for its antibacterial and antifungal activity. aim study was to evaluate activity C. longa on parapsilosis analyzing inhibitory capacity extracts from different parts fungus. ethanolic rhizomes leaves evaluated macrodilution method, determining minimum concentration (MIC), alongside sensitivity testing performed plates diffusion disk method. We also synergy between combination with traditional drugs. growth MIC value obtained 500 ppm leaves. It possible observe synergistic leaf amphotericin B antagonistic rhizome B. may be concluded against dose-dependent manner, showing potential",0,0.0
3942,MICRO E PEQUENA EMPRESA: A IMPORTANCIA DA CONSULTORIA,2014,"Sao muitas as empresas que sao abertas diariamente no Brasil, tambem nao se sustentam e acabam sendo fechadas. E importante compreender os metodos de gestao caracteristicas do gestor para assim, desenvolver solucoes resolver esse problema. Em uma cultura imediatista, necessario o empreendedor moderno perceba a importância planejar, ter um plano negocio, visao longo prazo. Mas crie essa consciencia, pequeno deve contar com consultoria profissionais qualificados, possam lhe passar conhecimentos necessarios boa seu negocio.",0,0.0
3944,OPEN SCIENCE RESEARCH XIII,2023,"Esta obra constituiu-se a partir de um processo colaborativo entre professores, estudantes e pesquisadores que se destacaram qualificaram as discussões neste espaço formativo. Resulta, também, movimentos interinstitucionais ações incentivo à pesquisa congregam das mais diversas áreas do conhecimento diferentes Instituições Educação Superior públicas privadas abrangência nacional internacional. Tem como objetivo integrar nacionais internacionais com redes tenham finalidade fomentar formação continuada dos profissionais da educação, por meio produção socialização conhecimentos Saberes. Agradecemos aos autores pelo empenho, disponibilidade dedicação para o desenvolvimento conclusão dessa obra. Esperamos também esta sirva instrumento didático-pedagógico estudantes, professores diversos níveis ensino em seus trabalhos demais interessados pela temática.",-1,0.0
3945,ANÁLISE DE UM LIVRO DE TAREFAS DE LÍNGUA BRASILEIRA DE SINAIS (LIBRAS)/PORTUGUÊS A PARTIR DOS PRINCÍPIOS DA APRENDIZAGEM COLABORATIVA,2023,"Vários estudos têm nos mostrado a importância da interação e colaboração no processo de aprendizagem línguas (ver, por exemplo, FIGUEIREDO, 2006, 2019; FREITAS, 2020; OLIVEIRA-SILVA, 2017; SWAIN; LAPKIN, 1998, entre outros). Tendo isto em mente, o objetivo desde artigo é apresentar análise um livro utilizado para ensino Língua Brasileira Sinais (Libras) Portuguesa verificar que medida as tarefas nele propostas contemplam os princípios colaborativa. Para realização deste estudo, adotamos uma abordagem cunho qualitativo do tipo documental (GIL, 2010; GOLDENBERG, 1999), vez analisamos Libras como L2. Os critérios utilizados escolha obra analisada foram avaliações positivas feitas usuários livro, além grande oferta compra disponível na web. Adotamos pré-utilização material, estabelecida critérios, acordo com teoria Tomlinson Masuhara (2005). Após das tarefas, concluímos não contempla L2 numa Abordagem Colaborativa, praticamente todas se enquadram Tradicional ensino. Ao final artigo, sugerimos podem ser adaptações essas tornem colaborativas, foco As configuram-se novas possibilidades trabalharem sala aula, envolvendo estudantes surdos ouvintes.",0,0.0
3946,REFLEXÕES SOBRE O CURRÍCULO INTEGRADO NA EDUCAÇÃO PROFISSIONAL E TECNOLÓGICA: DESAFIOS E POSSIBILIDADES,2020,"O presente artigo faz um exercício de reflexão científica sobre o currículo integrado na educação profissional e tecnológica. A partir uma revisão literatura, dialogamos acerca concepção ensino que supere a dualidade existente brasileira, decorrente aspectos históricos culturais. É possível compreender ao longo dessa discussão origem, os princípios, objetivos as bases conceituais do tecnológica, nos possibilita evidenciar alguns desafios possibilidades para consolidação práticas educativas mais críticas coerentes, enquanto elemento norteador da formação omnilateral politécnica.",0,0.0
3947,"CINDERELA, FELIZES PARA SEMPRE?",2023,"Vânia Claudia Guimarães; Mirelle Amaral de São Bernardo; Leila Coutinho Dias da Silva (Orgs.) • Baseado no clássico infantil, Cinderela, felizes para sempre? traz a releitura e extensão história, mostrando as várias fases vida mulher construção do eu feminino. apresentados estereótipos gênero, situações subjugação feminina, desigualdade formas violência contra mulher, que às vezes passam desapercebidas por quem vive ou presencia tais situações. A obra conta com episódios vivenciados pela personagem Cinderela na sua identidade como submissão possibilidades enfrentamento empoderamento. Não há pretensão desconstruir história original, nem tampouco colocar drama num conto aventuras, mas promover reflexões sobre influência das histórias infantis reafirmação machismo, sexismo gênero ainda tão evidentes em nossa sociedade.",0,0.0
3948,A METHODOLOGY FOR CALCULATION OF COMPLEXITY IN SYSTEMS: CASE STUDY,2015,"This article proposes a methodology to measure the dynamic and static complexities in real systems. Using theory of discrete event systems, it is simulated Dining Chinese Philosophers problem then complexity system measured based on data. The obtained results relate configuration system, without using simulator. As for complexity, makes connection time system. measurement important comparing two systems that perform same task can be associated with risk factors appreciation.",18,0.0
3950,"SEDENTARY BEHAVIOR, PHYSICAL INACTIVITY, ABDOMINAL OBESITY AND OBESITY IN ADULTS AND OLDER ADULTS: A SYSTEMATIC REVIEW AND META-ANALYSIS",2022,"Background: Sedentary behavior and physical inactivity may increase the risk of obesity. This systematic review meta-analysis aimed to investigate: i) prevalence/incidence sedentary inactivity, ii) association with obesity, iii) objective subjective measures, diagnostic criteria, cut-off points estimate in adults older Methods: We conducted a PubMed, Scielo, Lilacs, Cochrane Library databases. A random-effects model was performed combined prevalence their Results: Twenty-three studies involving 638,000 were included review. 111,851 individuals The 31% (95% CI, 23–41%), 43% 31–55%). Significant associations between obesity (OR 1.45, 95% 1.21–1.75) 1.52, 1.23–1.87) found. Nine have used measures assess activity levels, such as accelerometers pedometers, whereas fourteen applied methods self-reported questionnaires. Conclusions: As expected, we found elevated rates positive association. wide range cut-offs resulted great variations estimates. Trial registration: PROSPERO (CRD42016037747).",12,0.0
3951,"INTERLOCUÇÕES ENTRE GEOGRAFIA, LITERATURA E ARTE: AS POSSIBILIDADES DA INTERPRETAÇÃO LITEROGEOGRÁFICA",2024,.,-1,0.0
3953,"GEOGRAFIA, LITERATURA E ARTE DIÁLOGOS POSSÍVEIS, DEBATES NECESSÁRIOS",2024,.,-1,0.0
3954,A SURVEY ON DATA-DRIVEN PREDICTIVE MAINTENANCE FOR THE RAILWAY INDUSTRY,2021,"In the last few years, many works have addressed Predictive Maintenance (PdM) by use of Machine Learning (ML) and Deep (DL) solutions, especially latter. The monitoring logging industrial equipment events, like temporal behavior fault events—anomaly detection in time-series—can be obtained from records generated sensors installed different parts an plant. However, such progress is incipient because we still challenges, performance applications depends on appropriate choice method. This article presents a survey existing ML DL techniques for handling PdM railway industry. discusses main approaches this specific application within taxonomy defined type task, employed methods, metrics evaluation, or process, datasets. Lastly, conclude outline some suggestions future research.",2,0.0
3955,OS DESAFIOS DA FORMAÇÃO DOCENTE NA EDUCAÇÃO PROFISSIONAL E TECNOLÓGICA,2023,"<jats:p>A Educação Profissional e Tecnológica - EPT já tem uma história de mais de 100 anos em nosso país. No entanto a partir de 2005 com os planos de expansão da Rede Federal é que essa modalidade conseguiu universalizar sua oferta em todos os estados da federação. Com essa expansão física e universalização de acesso surgiu a necessidade de formação continuada para os docentes que atuam na EPT. Nesse contexto a presente pesquisa busca analisar a formação docente no Instituto Federal do Acre – Campus Cruzeiro do Sul, discutindo como essa formação vem sento trabalhada na percepção dos docentes do referido campus. Foi realizada pesquisa bibliográfica, documental, e aplicação de questionários junto aos docentes. Os dados foram analisados e discutidos a luz dos referencias teóricos que discutem a formação continuada na educação de modo geral e na EPT. Como resultado a pesquisa aponta que a formação docente verticalizada (pós-graduação) cresceu significativamente no Campus, mas que a formação continuada horizontal nas temáticas didático-pedagógicas pouco tem sido realizada no Campus. Mostrou também que as jornadas pedagógicas do campus pouco têm contribuído para a melhoria das práticas docente e que os mesmos desejam ter formações continuadas de cunho pedagógico que os façam refletir e discutir as problemáticas enfrentadas em sala de aula.</jats:p>",-1,0.0
3956,RELATIONSHIP BETWEEN RISK AND COMPLEXITY IN SYSTEM USING CONNECTION BASED METRIC,2018,This paper proposes methodology to relate risk in systems using complexity metric based on active connections as a criterion for selection of decision support methods. A case study application is presented with emphasis choosing the most appropriated method approach. Obtained results indicate that treated problem can be classified simple solutions area. It concluded system performance measure and used an associated way,18,0.0
3959,DIRECT IMMUNOASSAY ON A POLYESTER MICROWELL PLATE FOR COLORIMETRIC DETECTION OF THE SPIKE PROTEIN IN SWAB AND SALIVA SAMPLES,2024,"This study presents the development of a polyester microplate for detecting S-protein SARS-CoV-2 virus in saliva and nasopharyngeal swab samples using direct enzyme-linked immunosorbent assay (ELISA) technology. The was designed to contain 96 zones with 3 mm diameter each, volume 2-3 μL. experimental conditions including reagent concentration reaction time were optimized. image digitized analyzed graphical software. linear range obtained between protein S concentrations pixel intensity 0-10 μg mL",-1,0.0
3960,OFFICE PAPER AND LASER PRINTING: A VERSATILE AND AFFORDABLE APPROACH FOR FABRICATING PAPER-BASED ANALYTICAL DEVICES WITH MULTIMODAL DETECTION CAPABILITIES,2024,"Office paper has been explored as a simple, inexpensive, and global platform for manufacturing microfluidic paper-based analytical devices through laser printer.",27,0.0
3961,LÍNGUAS EM USO: O PERFIL LINGUÍSTICO DE UM SUJEITO BILÍNGUE/MULTILÍNGUE,2020,"O objetivo deste artigo e analisar o perfil linguistico de um sujeito bilingue falante quatro linguas (L1 - alemao L2 ingles, L3 frances L4 portugues) a partir teorias sobre bilinguismo (BAKER, 2006; BUTLER; HAKUTA, GROJEAN, 2010; MELLO, GARCIA, 2009) e, desse perfil, compreender as relacoes uso das com bilingue. Este estudo caso analisou os dados gerados relato da experiencia aprendizagem do participante, questionario semiaberto, entrevista semiestruturada notas campo pesquisadora. As analises focaram no processo linguas, na categorizacao sob aspectos idade, permanencia local onde essas sao usadas, modos em questao, contextos sociais para cada uma percepcao nivel proficiencia nas declarado pelo proprio participante. Como resultado, este aponta que participante contexto formal ensino parece ser mais significativo interacoes ambientes nao formais, embora esses espacos mostraram-se relevantes construcao relacao afetividade entre A L1 usadas forma ampla nos interacao sociais. hibrido, perpassando por todas entretanto caracteristicas primordiais ancoram-se sua L1.",0,0.0
3963,EDUCAÇÃO DE JOVENS E ADULTOS: (TRANS)FORMANDO VIDA E FORMAÇÃO PROFISSIONAL,2020,"This article presents a study carried out in the context of high school modality Youth and Adult Education (EJA) linked to vocational education Federal Institute Goias, Goiania campus.It is qualitative research has as participants 55 students first period EJA, being 26 from Vocational Technical Course Cuisine, 14 Informatics 15 Transport.The aim was understand reasons why these did not attend at age they were supposed according Brazilian Laws that rules have restarted attending school.As bases this Constitution Brazil/1988 which considered guiding principle, incorporated one its foundations proposition any aims full development people, their preparation for exercise citizenship qualification work National Guidelines Bases Law, nº 9.394/96, establishes EJA teaching intended those who access rights permanence studies elementary appropriate age.The results show personal life, mainly financial family issues, leads justification dropping school.On other hand, hope will provide with opportunities better job main reason returning school.Some them are aware constitutionally vested decent work, others define fulfillment dream, demonstrating ignorance whether it duty state citizen's right.",0,0.0
3965,TOWARDS EXPLORING LITERALS TO ENRICH DATA LINKING IN KNOWLEDGE GRAPHS,2018,"Knowledge graph completion is still a challenging solution that uses techniques from distinct areas to solve many different tasks. Most recent works, which are based on embedding models, were conceived improve an existing knowledge using the link prediction task. However, even considering ability of these solutions other tasks, they did not present results for data linking, example. Furthermore, most works focuses only structural information, i.e., relations between entities. In this paper, we approach linking enrich entity embeddings in model with their literal information and do rely external The key aspect proposal use blocking scheme effectiveness relation literals. Thus, addition literals object elements triple, subjects predicates. By merging it possible extend popular models. Preliminary experiments performed real-world datasets our showed competitive performance task linking.",6,0.0
3969,LINGUISTIC FRAMES AS SUPPORT FOR ENTITY ALIGNMENT IN KNOWLEDGE GRAPHS,2018,"Entity Alignment is a research topic that has drawn lot of attention from practitioners and researchers many different areas in the last years. Also referred to as Resolution or Instance Matching, it involves aligning entity representations refer same real-world entity. However, still challenging solution existing works are based on iterative methods, blocking schemes learning approaches. Among these latter, recent have been using embedding models, focusing only structural information. In this paper, we present an approach for alignment enrich embeddings with literal To be able express complex relationships between properties involving multiple entities employ FrameBase Schema, which linguistic frames create mappings external knowledge bases unique schema. Preliminary experiments showed competitive results performance task.",6,0.0
3970,ERRO E CORREÇÃO: AS CRENÇAS DE DOIS PROFESSORES DE ESCOLA PÚBLICA E DE ALGUNS DE SEUS ALUNOS,2006,"Este estudo aborda a temática crenças, especificamente as crenças de professores e alunos LE (inglês) da rede pública ensino respeito correção erros. A investigação, cunho qualitativo, foi conduzida em uma cidade próxima Goiânia, capital do Estado Goiás, buscou estabelecer relações entre dos alguns seus Ensinos Fundamental Médio, no segundo semestre 2003. Os dados foram coletados por meio questionários, entrevistas, notas campo, observações filmagens aulas analisados sob duas perspectivas: estudos sobre relacionadas ao processo aprendizagem Horwitz (1985, 1988, 1999), Pajares (1992), Johnson (1994, Barcelos (1995, 1999, 2004a, 2004b) outros, erro Schulz (1996), Figueiredo (1997, 2005), Lee (2003), outros. resultados apontam que experiências os tiveram, quando eram aprendizes LE, influenciam sua prática cotidiana sala aula, bem como formas lidam com questões relativas correção. Tais são compartilhadas alunos, mas conflitantes Conclui-se, portanto, é importante fornecer subsídios para possam conhecer, refletir, discutir questionar suas forma geral, não apenas",-1,0.0
3975,APRENDIZAGEM BASEADA EM PROBLEMAS: UMA PROPOSTA DE INTERVENÇÃO PARA O ENSINO DAS GEOCIÊNCIAS NA EDUCAÇÃO PROFISSIONAL E TECNOLÓGICA,2022,"A Aprendizagem Baseada em Problemas (ABP) busca tornar os alunos mais independentes, oportunizando meios para que assumam a responsabilidade pelo seu processo de aprendizagem. Foi pensando nestas possibilidades, selecionamos ABP como metodologia ativa ensino desenvolvermos este trabalho. pesquisa questão, tem o objetivo utilizar ferramenta intervenção pedagógica no Geociências na Educação Profissional e Tecnológica, uma turma do 6º período curso Técnico Integrado Secretaria Escolar, modalidade Jovens Adultos, Instituto Federal Goiás. Para alcançar objetivo, foram utilizadas algumas metodologias pré-definidas, como: explanação prévia conteúdo situar estudantes sobre temática; utilização pergunta-problema instigá-los desenvolver um pensamento crítico autônomo; questionários manifestarem seus conhecimentos antes após passagem vídeos didáticos; e, por fim, novo questionário avaliarem proposta. Como resultado, percebemos 100% dos aprovaram utilizada, nos permite concluir proposta foi exitosa.",-1,0.0
3976,PROPRIEDADES MECÂNICAS EM COMPÓSITO POLIMÉRICO HÍBRIDO DE FIBRAS DE JUTA/VIDRO-E E POTENCIAL USO ESTRUTURAL: COMPÓSITO POLIMÉRICO HÍBRIDO DE FIBRAS DE JUTA/VIDRO-E,2024,"O presente trabalho tem como objetivo comparar propriedades mecânicas de um compósito feito a partir fibra juta e manta vidro com outros compósitos configurações distintas existentes na literatura, por exemplo Licuri, do bagaço da cana açúcar entre outras. processo fabricação utilizado foi o Hand Lay-up, sendo placa configuração: fibras (± 90º), vidro-E, 90º) 90º). Os corpos prova material foram fabricados depois realizados ensaios tração, fim avaliar suas para realizar comparativo prático teórico das características material. valores resistência apresentados indicam utilização laminados híbridos em elementos estruturais média dimensão, isso, adequados próteses/órteses.",14,0.0
3977,A COMPARATIVE PERFORMANCE ANALYSIS OF A CONTROLLED D.C. AND A.C. MOTOR WHICH EMULATES WIND TURBINES FOR TEACHING AND RESEARCH PURPOSES,2014,"The growth of wind farms has motivated the development computational and experimental approaches which supplement needs related to teaching research in field engineering. Even though there have already been recognized advances made modeling, viable means through experiment clarify operation farm complexes become relevant this area. In light these facts, study focuses on a comparative evaluation two strategies emulate turbines: one based d.c. motors, other three-phase induction motors. both cases, apparatus is modeled time-domain representation techniques motor driving structures are proposed, allowing for reproduction features typically found turbines. Lastly, experiments realized results discussed confirmation potentialities, along with efficiency used.",5,0.0
3978,MULTIVARIATE METAL-ORGANIC FRAMEWORKS FOR THE SIMULTANEOUS CAPTURE OF ORGANIC AND INORGANIC CONTAMINANTS FROM WATER,2019,"We report a new water-stable multivariate (MTV) metal–organic framework (MOF) prepared by combining two different oxamide-based metalloligands derived from the natural amino acids l-serine and l-methionine. This unique material features hexagonal channels decorated with types of flexible functional ""arms"" (−CH2OH −CH2CH2SCH3) capable enabling, synergistically, simultaneous efficient removal both inorganic (heavy metals such as Hg2+, Pb2+, Tl+) organic (dyes Pyronin Y, Auramine O, Brilliant green, Methylene blue) contaminants, and, in addition, this MTV-MOF is completely reusable. Single-crystal X-ray diffraction measurements allowed solving crystal structure host–guest adsorbate, containing HgCl2 blue, offered unprecedented snapshots dual capture process. very first time that MOF can be used for all sorts pollutants water resources, thus opening perspectives emerging type MTV-MOF.",1,0.0
3979,SELF-ASSEMBLY OF CATALYTICALLY ACTIVE SUPRAMOLECULAR COORDINATION COMPOUNDS WITHIN METAL-ORGANIC FRAMEWORKS,2019,"Supramolecular coordination compounds (SCCs) represent the power of chemistry methodologies to self-assemble discrete architectures with targeted properties. SCCs are generally synthesized in solution, isolated fully coordinated metal atoms as structural nodes, thus severely limited metal-based catalysts. Metal–organic frameworks (MOFs) show unique features act chemical nanoreactors for situ synthesis and stabilization otherwise not accessible functional species. Here, we present self-assembly PdII within confined space a pre-formed MOF (SCCs@MOF) its post-assembly metalation give PdII–AuIII supramolecular assembly, crystallography underpinned. These SCCs@MOFs catalyze coupling boronic acids and/or alkynes, representative multi-site metal-catalyzed reactions which traditional tend decompose, retain their integrity consequence synergetic hybridization between MOFs. results open new avenues both novel use heterogeneous catalysis.",1,0.0
3982,PROCEDIMENTO PARA INSPEÇÃO E DIAGNÓSTICO DE PATOLOGIAS PROVENIENTES DE INFILTRAÇÃO E UMIDADE EM EDIFICAÇÕES: ESTUDO DE CASO NO INSTITUTO FEDERAL DE GOIÁS   CÂMPUS GOIÂNIA,2020,"e a Norma de Inspeção Predial Nacional, criada pelo IBAPE/SP",-1,0.0
3983,A COMPARATIVE PERFORMANCE ANALYSIS OF A CONTROLLED D.C. AND A.C. MOTOR WHICH EMULATES WIND TURBINES FOR TEACHING AND RESEARCH PURPOSES,2014,"The growth of wind farms has motivated the development computational and experimental approaches which supplement needs related to teaching research in field engineering. Even though there have already been recognized advances made modeling, viable means through experiment clarify operation farm complexes become relevant this area. In light these facts, study focuses on a comparative evaluation two strategies emulate turbines: one based d.c. motors, other three-phase induction motors. both cases, apparatus is modeled time-domain representation techniques motor driving structures are proposed, allowing for reproduction features typically found turbines. Lastly, experiments realized results discussed confirmation potentialities, along with efficiency used.",5,0.0
3984,CONCURSOS PÚBLICOS PARA DOCENTES DE UNIVERSIDADES FEDERAIS NA PERSPECTIVA DA LEI 12.990/2014: DESAFIOS À RESERVA DE VAGAS PARA CANDIDATAS/OS NEGRAS/OS,2019,"Resumo A partir da análise de mais três mil editais concursos para docentes 63 universidades federais, tínhamos como objetivo principal problematizar os termos implementação Lei n.º 12.990/2014, que reserva 20% das vagas públicos federais candidatas/os negras/os. Uma conclusão central nossa pesquisa é não há uniformidade, entre as diversas universidades, quanto à interpretação do significado exigência um número superior a duas por edital seja assegurada. Nesse cenário, o percentual destinado negras/os nos analisados, em período corresponde anos e meio, totalizando 15 vagas, inferior 5%. Tal realidade parece estar na contramão dos objetivos 12.990/2014 contraria manifestações órgãos governo federal Poder Judiciário no sentido cumprido, inclusive docentes.",-1,0.0
3985,CONCURSOS PÚBLICOS PARA DOCENTES DE UNIVERSIDADES FEDERAIS NA PERSPECTIVA DA LEI 12.990/2014: DESAFIOS À RESERVA DE VAGAS PARA CANDIDATAS/OS NEGRAS/OS,2019,"Resumo A partir da análise de mais três mil editais concursos para docentes 63 universidades federais, tínhamos como objetivo principal problematizar os termos implementação Lei n.º 12.990/2014, que reserva 20% das vagas públicos federais candidatas/os negras/os. Uma conclusão central nossa pesquisa é não há uniformidade, entre as diversas universidades, quanto à interpretação do significado exigência um número superior a duas por edital seja assegurada. Nesse cenário, o percentual destinado negras/os nos analisados, em período corresponde anos e meio, totalizando 15 vagas, inferior 5%. Tal realidade parece estar na contramão dos objetivos 12.990/2014 contraria manifestações órgãos governo federal Poder Judiciário no sentido cumprido, inclusive docentes.",-1,0.0
3986,CONCURSOS PÚBLICOS FEDERAIS PARA DOCENTES E AÇÕES AFIRMATIVAS PARA CANDIDATOS NEGROS,2020,"Analisamos, por metodologia qualiquantitativa, a implementacao da Lei n. 12.990/2014, que reserva 20% das vagas de concursos publicos federais para candidatos negros e negras, no âmbito das carreiras docentes de 63 universidades federais e de 38 institutos federais, no periodo 2014 a 2018. Constatamos que o percentual legalmente previsto esta longe do praticado nas universidades federais e institutos federais. Passados mais de cinco anos desde a aprovacao da lei, parece que o objetivo de ampliar a diversidade de raca/cor no servico publico federal nao sera alcancado por concursos para as carreiras docentes, em um cenario de recrudescimento de discursos meritocraticos que colocam em xeque a legitimidade de acoes afirmativas para pessoas negras. Concursos Publicos, Carreiras Docentes, Negro, Acoes Afirmativas Federal civil service examinations for university faculty and affirmative actions for racial equality In this study, quali-quanti methodology was applied to analyze the implementation of Law no. 12,990/2014 on quotas for Black candidates at 63 federal universities and 38 federal ‘institutes’ (secondary and vocational training), during the period that spanned 2014 to 2018. The law reserves 20% of teaching vacancies filled through federal civil servant examinations for Black people. We observe the distance that separates the legally-stipulated conditions and actual practice in these institutions. As five years have now gone by since the passage of this legislation, it seems safe to say that the goal of expanding racial/color diversity in federal civil service will not be achieved through public examinations for teaching careers. Moreover, meeting this goal becomes progressively harder, given the present scenario of resurgence of meritocratic discourses that question the legitimacy of affirmative actions for Afro-Brazilians. Public Procurement, Teaching Career, Black, Affirmative Action Discrimination positive envers les candidats noirs dans le recrutement d’enseignants dans les universites publiques Ce travail utilise une methodologie quali-quantitative pour analyser l’application de la loi no 12 990/2014, reservant 20% des postes a des candidats noirs dans les concours de recrutement d’enseignants dans 63 universites federales et 38 instituts superieurs d´education dans la periode 2014-2018. Il a ete constate que le pourcentage prevu par la loi est loin de celui pratique par les universites federales et les instituts federaux. Passes cinq ans de l’adoption de la loi, il semble que l’objectif d’elargir la diversite concernant la race et la couleur de la peau dans la fonction publique ne sera pas atteint par le biais de concours de recrutement, dans un contexte de recrudescence des discours meritocratiques remettant en question la legitimite de la discrimination positive envers les noirs. Marches Publics, Carriere en Enseignement, Noir, Action Positive Concursos publicos federales para profesores y acciones afirmativas para candidatos negros Analizamos, por metodologia cuali-cuantitativa, la implementacion de la Ley no. 12.990/2014, que reserva el 20% de las vacantes de concursos publicos federales para docencia en 63 universidades federales y 38 institutos federales a candidatos negros e negras, en el periodo de 2014 a 2018. Constatamos que el porcentaje legalmente previsto esta muy lejos del practicado en universidades federales e institutos federales. Transcurridos mas de cinco anos despues de la aprobacion de la ley, parece que el objetivo de ampliar la diversidad de raza/color en el servicio publico federal no sera alcanzado mediante concursos para carreras docentes, en un escenario de resurgimiento de discursos meritocraticos que amenazan la legitimidad de acciones afirmativas para personas negras. Licitacion, Carrera Docente, Negro, Accion Afirmativa",-1,0.0
3987,CONCURSOS PÚBLICOS FEDERAIS PARA DOCENTES E AÇÕES AFIRMATIVAS PARA CANDIDATOS NEGROS,2020,"Analisamos, por metodologia qualiquantitativa, a implementacao da Lei n. 12.990/2014, que reserva 20% das vagas de concursos publicos federais para candidatos negros e negras, no âmbito das carreiras docentes de 63 universidades federais e de 38 institutos federais, no periodo 2014 a 2018. Constatamos que o percentual legalmente previsto esta longe do praticado nas universidades federais e institutos federais. Passados mais de cinco anos desde a aprovacao da lei, parece que o objetivo de ampliar a diversidade de raca/cor no servico publico federal nao sera alcancado por concursos para as carreiras docentes, em um cenario de recrudescimento de discursos meritocraticos que colocam em xeque a legitimidade de acoes afirmativas para pessoas negras. Concursos Publicos, Carreiras Docentes, Negro, Acoes Afirmativas Federal civil service examinations for university faculty and affirmative actions for racial equality In this study, quali-quanti methodology was applied to analyze the implementation of Law no. 12,990/2014 on quotas for Black candidates at 63 federal universities and 38 federal ‘institutes’ (secondary and vocational training), during the period that spanned 2014 to 2018. The law reserves 20% of teaching vacancies filled through federal civil servant examinations for Black people. We observe the distance that separates the legally-stipulated conditions and actual practice in these institutions. As five years have now gone by since the passage of this legislation, it seems safe to say that the goal of expanding racial/color diversity in federal civil service will not be achieved through public examinations for teaching careers. Moreover, meeting this goal becomes progressively harder, given the present scenario of resurgence of meritocratic discourses that question the legitimacy of affirmative actions for Afro-Brazilians. Public Procurement, Teaching Career, Black, Affirmative Action Discrimination positive envers les candidats noirs dans le recrutement d’enseignants dans les universites publiques Ce travail utilise une methodologie quali-quantitative pour analyser l’application de la loi no 12 990/2014, reservant 20% des postes a des candidats noirs dans les concours de recrutement d’enseignants dans 63 universites federales et 38 instituts superieurs d´education dans la periode 2014-2018. Il a ete constate que le pourcentage prevu par la loi est loin de celui pratique par les universites federales et les instituts federaux. Passes cinq ans de l’adoption de la loi, il semble que l’objectif d’elargir la diversite concernant la race et la couleur de la peau dans la fonction publique ne sera pas atteint par le biais de concours de recrutement, dans un contexte de recrudescence des discours meritocratiques remettant en question la legitimite de la discrimination positive envers les noirs. Marches Publics, Carriere en Enseignement, Noir, Action Positive Concursos publicos federales para profesores y acciones afirmativas para candidatos negros Analizamos, por metodologia cuali-cuantitativa, la implementacion de la Ley no. 12.990/2014, que reserva el 20% de las vacantes de concursos publicos federales para docencia en 63 universidades federales y 38 institutos federales a candidatos negros e negras, en el periodo de 2014 a 2018. Constatamos que el porcentaje legalmente previsto esta muy lejos del practicado en universidades federales e institutos federales. Transcurridos mas de cinco anos despues de la aprobacion de la ley, parece que el objetivo de ampliar la diversidad de raza/color en el servicio publico federal no sera alcanzado mediante concursos para carreras docentes, en un escenario de resurgimiento de discursos meritocraticos que amenazan la legitimidad de acciones afirmativas para personas negras. Licitacion, Carrera Docente, Negro, Accion Afirmativa",-1,0.0
3988,A PRACTICAL AND EFFECTIVE SAMPLING SELECTION STRATEGY FOR LARGE SCALE DEDUPLICATION,2015,"The data deduplication task has attracted a considerable amount of attention from the research community in order to provide effective and efficient solutions. information provided by user tune process is usually represented set manually labeled pairs. In very large datasets, producing this kind daunting since it requires an expert select label number informative article, we propose two-stage sampling selection strategy (T3S) that selects reduced pairs datasets. T3S most representative following two stages. first stage, produce balanced subsets candidate for labeling. second active incrementally invoked remove redundant created stage even smaller more training set. This effectively used both identify where ambiguous lie configure classification approaches. Our evaluation shows able reduce labeling effort substantially while achieving competitive or superior matching quality when compared with state-of-the-art methods",6,0.0
3989,A PRACTICAL AND EFFECTIVE SAMPLING SELECTION STRATEGY FOR LARGE SCALE DEDUPLICATION,2015,"The data deduplication task has attracted a considerable amount of attention from the research community in order to provide effective and efficient solutions. information provided by user tune process is usually represented set manually labeled pairs. In very large datasets, producing this kind daunting since it requires an expert select label number informative article, we propose two-stage sampling selection strategy (T3S) that selects reduced pairs datasets. T3S most representative following two stages. first stage, produce balanced subsets candidate for labeling. second active incrementally invoked remove redundant created stage even smaller more training set. This effectively used both identify where ambiguous lie configure classification approaches. Our evaluation shows able reduce labeling effort substantially while achieving competitive or superior matching quality when compared with state-of-the-art methods",6,0.0
3992,A THOROUGH EVALUATION OF DISTANCE-BASED META-FEATURES FOR AUTOMATED TEXT CLASSIFICATION,2018,"We address the problem of automatically learning to classify texts by exploiting information derived from meta-features, i.e., features original bag-of-words representation. Specifically, we provide an in-depth analysis on recently proposed distance-based a data engineering technique that relies distance between documents transform feature space into new one, potentially smaller and more informed. Despite its potential, meta-feature may be unnecessarily complex highly dimensional, which increases tendency overfitting, limits application meta-features in different contexts, computational costs. In this work, propose use multi-objective strategies reduce number while maximizing classification effectiveness, when considering adequacy selected particular dataset or method. present effective efficient proposals for selection can substantially up 89 percent keeping improving something not possible with any evaluated baselines. also our as evaluation tools analyze combinations meta-features. found very compact achieve high effectiveness most datasets, despite their peculiarities.",22,0.0
